resp,fqweight,urban,region,age,educattgen,marstat,abortion,hdi,hdi_c
2950,0.693341016769409,rural,east central,11,primary/middle school,currently living with partner,0,0.53,-0.03442659358543225
2951,0.693341016769409,rural,east central,18,secondary/post-primary,currently living with partner,0,0.53,-0.03442659358543225
2952,1.41751039028168,urban,western,17,primary/middle school,currently living with partner,1,0.499,-0.6017186019266556
2953,0.890749514102936,rural,south west,21,primary/middle school,currently living with partner,0,0.518,-0.2540235000400994
2954,0.981557369232178,rural,north,11,primary/middle school,currently living with partner,1,0.475,-1.0409124148359898
2955,0.451668053865433,urban,kampala,11,secondary/post-primary,never married,1,0.639,1.9602453067111254
2956,1.51590502262115,rural,eastern,17,secondary/post-primary,currently married,0,0.526,-0.10762556240365462
2957,0.221876218914986,rural,karamoja,15,primary/middle school,currently living with partner,0,0.45,-1.4984059699498786
2958,0.356312274932861,urban,kampala,15,secondary/post-primary,currently living with partner,1,0.639,1.9602453067111254
2959,0.624094724655151,rural,south west,19,primary/middle school,currently living with partner,0,0.518,-0.2540235000400994
2960,0.652295649051666,rural,north,27,never attended,divorced or separated,1,0.475,-1.0409124148359898
2961,0.652295649051666,rural,north,21,primary/middle school,currently living with partner,0,0.475,-1.0409124148359898
2962,0.562493979930878,rural,east central,30,primary/middle school,currently married,0,0.53,-0.03442659358543225
2963,0.533455550670624,rural,south west,34,primary/middle school,currently married,0,0.518,-0.2540235000400994
2964,0.880152344703674,rural,north,33,primary/middle school,divorced or separated,1,0.475,-1.0409124148359898
2965,1.10343849658966,rural,south west,10,primary/middle school,currently living with partner,0,0.518,-0.2540235000400994
2966,0.569035053253174,urban,east central,29,secondary/post-primary,currently married,0,0.53,-0.03442659358543225
2967,1.18687474727631,rural,south west,28,primary/middle school,currently married,0,0.518,-0.2540235000400994
2968,1.27649021148682,rural,eastern,32,primary/middle school,currently married,0,0.526,-0.10762556240365462
2969,0.785676836967468,rural,western,22,secondary/post-primary,currently married,0,0.499,-0.6017186019266556
2970,0.880152344703674,rural,north,36,primary/middle school,currently married,0,0.475,-1.0409124148359898
2971,1.74646699428558,rural,western,18,primary/middle school,widow or widower,0,0.499,-0.6017186019266556
2972,0.870838284492493,urban,west nile,23,secondary/post-primary,currently married,0,0.486,-0.8396152505858784
2973,0.743305802345276,urban,east central,29,secondary/post-primary,currently living with partner,0,0.53,-0.03442659358543225
2974,0.963616847991943,rural,south west,27,primary/middle school,currently living with partner,0,0.518,-0.2540235000400994
2975,3.63818645477295,urban,western,15,secondary/post-primary,divorced or separated,0,0.499,-0.6017186019266556
2976,0.459849834442139,rural,east central,11,primary/middle school,divorced or separated,0,0.53,-0.03442659358543225
2977,0.327350169420242,urban,kampala,32,primary/middle school,currently married,0,0.639,1.9602453067111254
2978,0.267083436250687,urban,kampala,18,primary/middle school,currently living with partner,1,0.639,1.9602453067111254
2979,0.693341016769409,rural,east central,25,secondary/post-primary,currently living with partner,0,0.53,-0.03442659358543225
2980,1.337850689888,urban,south west,12,tertiary/post-secondary,never married,0,0.518,-0.2540235000400994
2981,2.90652441978455,rural,central 2,16,primary/middle school,currently married,0,0.586,0.990358969869679
2982,1.08199954032898,rural,east central,39,never attended,divorced or separated,0,0.53,-0.03442659358543225
2983,1.62163639068604,urban,central 1,14,secondary/post-primary,divorced or separated,0,0.54,0.14857082846012368
2984,1.03977906703949,rural,west nile,14,primary/middle school,divorced or separated,0,0.486,-0.8396152505858784
2985,0.67438161373138406,rural,north,18,primary/middle school,currently married,0,0.475,-1.0409124148359898
2986,1.91893446445465,rural,western,10,primary/middle school,never married,0,0.499,-0.6017186019266556
2987,2.01047205924988,rural,eastern,9,primary/middle school,divorced or separated,0,0.526,-0.10762556240365462
2988,0.275290846824646,rural,karamoja,25,never attended,currently married,0,0.45,-1.4984059699498786
2989,1.62227714061737,rural,eastern,19,primary/middle school,currently married,0,0.526,-0.10762556240365462
2990,0.387008875608444,urban,kampala,14,primary/middle school,currently married,0,0.639,1.9602453067111254
2991,0.21186837553978,urban,kampala,13,primary/middle school,divorced or separated,0,0.639,1.9602453067111254
2992,0.474608927965164,urban,kampala,15,tertiary/post-secondary,never married,0,0.639,1.9602453067111254
2993,1.62227714061737,rural,eastern,34,primary/middle school,currently married,0,0.526,-0.10762556240365462
2994,1.2955139875412,urban,central 1,18,secondary/post-primary,currently married,0,0.54,0.14857082846012368
2995,1.76136827468872,rural,central 2,33,primary/middle school,currently living with partner,0,0.586,0.990358969869679
2996,2.01047205924988,rural,eastern,26,secondary/post-primary,divorced or separated,0,0.526,-0.10762556240365462
2997,0.451668053865433,urban,kampala,24,secondary/post-primary,currently married,0,0.639,1.9602453067111254
2998,1.42624497413635,rural,central 1,14,secondary/post-primary,currently living with partner,0,0.54,0.14857082846012368
2999,2.35517024993896,rural,south west,24,tertiary/post-secondary,currently married,0,0.518,-0.2540235000400994
3000,2.01047205924988,rural,eastern,32,secondary/post-primary,currently married,0,0.526,-0.10762556240365462
3001,3.63818645477295,urban,western,34,secondary/post-primary,currently living with partner,0,0.499,-0.6017186019266556
3002,0.405174255371094,rural,east central,12,primary/middle school,divorced or separated,0,0.53,-0.03442659358543225
3003,0.813002467155457,rural,west nile,12,primary/middle school,currently married,0,0.486,-0.8396152505858784
3004,0.393813788890839,urban,kampala,9,secondary/post-primary,never married,0,0.639,1.9602453067111254
3005,0.320326715707779,urban,karamoja,21,never attended,currently married,0,0.45,-1.4984059699498786
3006,0.227233305573463,rural,karamoja,40,never attended,widow or widower,0,0.45,-1.4984059699498786
3007,1.10343849658966,rural,south west,31,never attended,currently living with partner,0,0.518,-0.2540235000400994
3008,0.774413764476776,urban,kampala,18,tertiary/post-secondary,currently married,0,0.639,1.9602453067111254
3009,1.32109415531158,rural,north,10,primary/middle school,never married,0,0.475,-1.0409124148359898
3010,0.403276950120926,rural,karamoja,13,never attended,currently married,0,0.45,-1.4984059699498786
3011,2.20405745506287,rural,eastern,35,primary/middle school,currently married,0,0.526,-0.10762556240365462
3012,2.20405745506287,rural,eastern,14,primary/middle school,currently living with partner,0,0.526,-0.10762556240365462
3013,1.08199954032898,rural,east central,17,secondary/post-primary,currently married,0,0.53,-0.03442659358543225
3014,1.27499651908875,rural,central 2,9,primary/middle school,currently living with partner,0,0.586,0.990358969869679
3015,0.320326715707779,urban,karamoja,38,never attended,currently married,0,0.45,-1.4984059699498786
3016,0.870838284492493,urban,west nile,22,primary/middle school,currently married,0,0.486,-0.8396152505858784
3017,0.732630848884583,rural,north,21,primary/middle school,currently married,0,0.475,-1.0409124148359898
3018,0.875412702560425,rural,western,36,never attended,currently living with partner,0,0.499,-0.6017186019266556
3019,1.91893446445465,rural,western,27,primary/middle school,divorced or separated,0,0.499,-0.6017186019266556
3020,0.462453693151474,rural,west nile,15,primary/middle school,currently married,0,0.486,-0.8396152505858784
3021,1.07834649085999,rural,west nile,20,never attended,currently married,0,0.486,-0.8396152505858784
3022,1.62227714061737,rural,eastern,14,tertiary/post-secondary,currently living with partner,0,0.526,-0.10762556240365462
3023,0.624094724655151,rural,south west,26,never attended,currently living with partner,0,0.518,-0.2540235000400994
3024,1.08436417579651,rural,eastern,24,secondary/post-primary,currently living with partner,0,0.526,-0.10762556240365462
3025,0.459849834442139,rural,east central,23,primary/middle school,currently married,0,0.53,-0.03442659358543225
3026,0.7029869556427,rural,north,35,primary/middle school,currently married,0,0.475,-1.0409124148359898
3027,1.32109415531158,rural,north,9,primary/middle school,currently living with partner,0,0.475,-1.0409124148359898
3028,0.521850943565369,urban,kampala,38,secondary/post-primary,widow or widower,1,0.639,1.9602453067111254
3029,0.790351390838623,rural,central 2,12,secondary/post-primary,currently living with partner,0,0.586,0.990358969869679
3030,1.07834649085999,rural,west nile,30,primary/middle school,currently married,0,0.486,-0.8396152505858784
3031,0.756367683410645,urban,south west,25,primary/middle school,currently living with partner,1,0.518,-0.2540235000400994
3032,0.880152344703674,rural,north,13,primary/middle school,currently married,0,0.475,-1.0409124148359898
3033,1.73442399501801,rural,eastern,23,primary/middle school,widow or widower,1,0.526,-0.10762556240365462
3034,0.462453693151474,rural,west nile,19,primary/middle school,currently married,0,0.486,-0.8396152505858784
3035,0.963616847991943,rural,south west,27,primary/middle school,currently married,1,0.518,-0.2540235000400994
3036,1.18687474727631,rural,south west,20,primary/middle school,currently married,0,0.518,-0.2540235000400994
3037,2.20405745506287,rural,eastern,20,never attended,currently living with partner,1,0.526,-0.10762556240365462
3038,0.774413764476776,urban,kampala,13,tertiary/post-secondary,currently married,0,0.639,1.9602453067111254
3039,1.74646699428558,rural,western,15,secondary/post-primary,currently living with partner,0,0.499,-0.6017186019266556
3040,2.03499150276184,rural,east central,17,primary/middle school,currently living with partner,1,0.53,-0.03442659358543225
3041,1.96849310398102,rural,central 1,14,tertiary/post-secondary,currently living with partner,0,0.54,0.14857082846012368
3042,0.624094724655151,rural,south west,16,primary/middle school,currently living with partner,0,0.518,-0.2540235000400994
3043,0.768798232078552,rural,central 2,9,primary/middle school,never married,0,0.586,0.990358969869679
3044,1.51590502262115,rural,eastern,27,primary/middle school,currently married,0,0.526,-0.10762556240365462
3045,0.221876218914986,rural,karamoja,18,never attended,currently married,0,0.45,-1.4984059699498786
3046,0.533455550670624,rural,south west,17,primary/middle school,currently married,0,0.518,-0.2540235000400994
3047,1.32109415531158,rural,north,36,secondary/post-primary,divorced or separated,0,0.475,-1.0409124148359898
3048,0.405174255371094,rural,east central,18,primary/middle school,currently living with partner,1,0.53,-0.03442659358543225
3049,0.785676836967468,rural,western,9,primary/middle school,currently married,0,0.499,-0.6017186019266556
3050,0.405174255371094,rural,east central,27,primary/middle school,never married,0,0.53,-0.03442659358543225
3051,0.67438161373138406,rural,north,38,never attended,currently married,0,0.475,-1.0409124148359898
3052,0.715515851974487,rural,east central,40,primary/middle school,divorced or separated,0,0.53,-0.03442659358543225
3053,1.10343849658966,rural,south west,21,primary/middle school,currently living with partner,0,0.518,-0.2540235000400994
3054,0.652295649051666,rural,north,12,primary/middle school,never married,0,0.475,-1.0409124148359898
3055,1.16218483448029,urban,north,35,never attended,currently living with partner,0,0.475,-1.0409124148359898
3056,0.875412702560425,rural,western,10,primary/middle school,currently living with partner,0,0.499,-0.6017186019266556
3057,0.783331871032715,rural,east central,31,primary/middle school,currently living with partner,1,0.53,-0.03442659358543225
3058,0.462453693151474,rural,west nile,10,secondary/post-primary,currently living with partner,0,0.486,-0.8396152505858784
3059,0.783331871032715,rural,east central,34,primary/middle school,divorced or separated,0,0.53,-0.03442659358543225
3060,0.67438161373138406,rural,north,28,never attended,currently married,0,0.475,-1.0409124148359898
3061,0.413919627666473,urban,kampala,24,primary/middle school,currently married,0,0.639,1.9602453067111254
3062,1.2955139875412,urban,central 1,21,primary/middle school,currently living with partner,0,0.54,0.14857082846012368
3063,1.14116489887238,rural,central 2,36,primary/middle school,divorced or separated,0,0.586,0.990358969869679
3064,0.652295649051666,rural,north,30,primary/middle school,currently living with partner,0,0.475,-1.0409124148359898
3065,0.774413764476776,urban,kampala,25,never attended,currently living with partner,0,0.639,1.9602453067111254
3066,1.08199954032898,rural,east central,24,primary/middle school,currently married,0,0.53,-0.03442659358543225
3067,0.649448990821838,urban,kampala,12,secondary/post-primary,currently living with partner,0,0.639,1.9602453067111254
3068,1.74646699428558,rural,western,15,primary/middle school,currently married,0,0.499,-0.6017186019266556
3069,0.21186837553978,urban,kampala,16,secondary/post-primary,divorced or separated,1,0.639,1.9602453067111254
3070,1.82856130599976,rural,south west,29,tertiary/post-secondary,currently living with partner,0,0.518,-0.2540235000400994
3071,0.688387393951416,rural,south west,14,secondary/post-primary,currently married,0,0.518,-0.2540235000400994
3072,0.393813788890839,urban,kampala,11,secondary/post-primary,never married,0,0.639,1.9602453067111254
3073,0.783331871032715,rural,east central,10,secondary/post-primary,never married,0,0.53,-0.03442659358543225
3074,0.890749514102936,rural,south west,20,secondary/post-primary,currently living with partner,0,0.518,-0.2540235000400994
3075,1.3285745382309,rural,central 1,15,primary/middle school,divorced or separated,0,0.54,0.14857082846012368
3076,1.337850689888,urban,south west,16,tertiary/post-secondary,currently living with partner,0,0.518,-0.2540235000400994
3077,1.74646699428558,rural,western,28,primary/middle school,currently married,0,0.499,-0.6017186019266556
3078,0.403276950120926,rural,karamoja,35,never attended,divorced or separated,0,0.45,-1.4984059699498786
3079,0.67438161373138406,rural,north,17,never attended,currently living with partner,0,0.475,-1.0409124148359898
3080,0.459849834442139,rural,east central,28,never attended,currently married,1,0.53,-0.03442659358543225
3081,0.400493562221527,urban,kampala,23,primary/middle school,currently living with partner,0,0.639,1.9602453067111254
3082,0.870838284492493,urban,west nile,33,never attended,currently married,0,0.486,-0.8396152505858784
3083,0.790351390838623,rural,central 2,14,secondary/post-primary,currently living with partner,0,0.586,0.990358969869679
3084,0.743071973323822,urban,eastern,29,primary/middle school,divorced or separated,1,0.526,-0.10762556240365462
3085,0.806391000747681,rural,central 1,14,primary/middle school,currently living with partner,0,0.54,0.14857082846012368
3086,0.320326715707779,urban,karamoja,22,primary/middle school,divorced or separated,0,0.45,-1.4984059699498786
3087,3.63818645477295,urban,western,11,secondary/post-primary,never married,0,0.499,-0.6017186019266556
3088,0.400493562221527,urban,kampala,35,never attended,currently married,1,0.639,1.9602453067111254
3089,0.880152344703674,rural,north,7,primary/middle school,divorced or separated,0,0.475,-1.0409124148359898
3090,0.569035053253174,urban,east central,11,secondary/post-primary,currently married,0,0.53,-0.03442659358543225
3091,0.624094724655151,rural,south west,34,never attended,currently living with partner,0,0.518,-0.2540235000400994
3092,0.67438161373138406,rural,north,30,primary/middle school,currently married,0,0.475,-1.0409124148359898
3093,0.71438992023468,rural,south west,27,primary/middle school,widow or widower,0,0.518,-0.2540235000400994
3094,0.743071973323822,urban,eastern,39,never attended,divorced or separated,0,0.526,-0.10762556240365462
3095,0.67438161373138406,rural,north,24,never attended,currently living with partner,0,0.475,-1.0409124148359898
3096,0.474608927965164,urban,kampala,8,primary/middle school,never married,0,0.639,1.9602453067111254
3097,0.7029869556427,rural,north,17,never attended,currently living with partner,0,0.475,-1.0409124148359898
3098,0.624094724655151,rural,south west,35,never attended,currently married,0,0.518,-0.2540235000400994
3099,0.459849834442139,rural,east central,26,primary/middle school,currently married,1,0.53,-0.03442659358543225
3100,0.806391000747681,rural,central 1,23,primary/middle school,currently living with partner,0,0.54,0.14857082846012368
3101,2.03499150276184,rural,east central,29,primary/middle school,currently living with partner,0,0.53,-0.03442659358543225
3102,0,rural,north,15,primary/middle school,currently married,0,0.475,-1.0409124148359898
3103,0.562493979930878,rural,east central,25,primary/middle school,currently married,0,0.53,-0.03442659358543225
3104,0.569035053253174,urban,east central,25,never attended,currently married,0,0.53,-0.03442659358543225
3105,2.6398618221283,rural,central 1,14,secondary/post-primary,currently married,0,0.54,0.14857082846012368
3106,1.73442399501801,rural,eastern,21,primary/middle school,currently married,1,0.526,-0.10762556240365462
3107,0.97249847650528,rural,eastern,14,secondary/post-primary,currently living with partner,0,0.526,-0.10762556240365462
3108,1.2542210817337,rural,eastern,17,primary/middle school,divorced or separated,0,0.526,-0.10762556240365462
3109,0.783331871032715,rural,east central,22,primary/middle school,currently living with partner,1,0.53,-0.03442659358543225
3110,1.07834649085999,rural,west nile,18,primary/middle school,currently married,0,0.486,-0.8396152505858784
3111,1.32109415531158,rural,north,24,primary/middle school,currently married,0,0.475,-1.0409124148359898
3112,1.73442399501801,rural,eastern,41,secondary/post-primary,currently married,0,0.526,-0.10762556240365462
3113,0.267083436250687,urban,kampala,35,primary/middle school,currently married,0,0.639,1.9602453067111254
3114,1.14116489887238,rural,central 2,11,secondary/post-primary,currently living with partner,0,0.586,0.990358969869679
3115,1.08199954032898,rural,east central,40,primary/middle school,currently married,0,0.53,-0.03442659358543225
3116,1.10726463794708,rural,west nile,23,primary/middle school,currently married,0,0.486,-0.8396152505858784
3117,0.756367683410645,urban,south west,40,primary/middle school,widow or widower,0,0.518,-0.2540235000400994
3118,1.07834649085999,rural,west nile,14,primary/middle school,currently married,1,0.486,-0.8396152505858784
3119,0.403276950120926,rural,karamoja,36,never attended,currently married,0,0.45,-1.4984059699498786
3120,0.624094724655151,rural,south west,16,primary/middle school,currently living with partner,0,0.518,-0.2540235000400994
3121,0.267083436250687,urban,kampala,10,primary/middle school,divorced or separated,0,0.639,1.9602453067111254
3122,1.51590502262115,rural,eastern,12,primary/middle school,never married,0,0.526,-0.10762556240365462
3123,0.455407708883286,urban,kampala,14,secondary/post-primary,currently married,0,0.639,1.9602453067111254
3124,2.90652441978455,rural,central 2,11,primary/middle school,currently living with partner,0,0.586,0.990358969869679
3125,1.32109415531158,rural,north,10,primary/middle school,never married,0,0.475,-1.0409124148359898
3126,0.790351390838623,rural,central 2,23,primary/middle school,currently living with partner,0,0.586,0.990358969869679
3127,1.03977906703949,rural,west nile,8,primary/middle school,currently living with partner,0,0.486,-0.8396152505858784
3128,1.27499651908875,rural,central 2,26,primary/middle school,divorced or separated,0,0.586,0.990358969869679
3129,1.23874318599701,rural,eastern,26,primary/middle school,currently living with partner,0,0.526,-0.10762556240365462
3130,0.783331871032715,rural,east central,11,primary/middle school,divorced or separated,0,0.53,-0.03442659358543225
3131,1.23874318599701,rural,eastern,12,primary/middle school,currently living with partner,0,0.526,-0.10762556240365462
3132,0.569035053253174,urban,east central,10,secondary/post-primary,currently married,0,0.53,-0.03442659358543225
3133,0.663531422615051,rural,north,30,never attended,divorced or separated,0,0.475,-1.0409124148359898
3134,0.726765990257263,rural,west nile,25,primary/middle school,currently living with partner,1,0.486,-0.8396152505858784
3135,2.03499150276184,rural,east central,26,primary/middle school,currently living with partner,0,0.53,-0.03442659358543225
3136,1.3285745382309,rural,central 1,22,tertiary/post-secondary,currently living with partner,0,0.54,0.14857082846012368
3137,2.01047205924988,rural,eastern,8,secondary/post-primary,never married,0,0.526,-0.10762556240365462
3138,2.40215873718262,rural,western,11,secondary/post-primary,never married,0,0.499,-0.6017186019266556
3139,0.327350169420242,urban,kampala,24,primary/middle school,currently married,0,0.639,1.9602453067111254
3140,1.27649021148682,rural,eastern,36,never attended,currently married,0,0.526,-0.10762556240365462
3141,0.688387393951416,rural,south west,29,never attended,currently married,0,0.518,-0.2540235000400994
3142,1.10726463794708,rural,west nile,10,never attended,divorced or separated,0,0.486,-0.8396152505858784
3143,2.40215873718262,rural,western,35,primary/middle school,divorced or separated,0,0.499,-0.6017186019266556
3144,0.403093278408051,urban,kampala,17,tertiary/post-secondary,currently living with partner,0,0.639,1.9602453067111254
3145,0.573298931121826,rural,north,9,primary/middle school,currently living with partner,0,0.475,-1.0409124148359898
3146,0.663531422615051,rural,north,37,primary/middle school,currently married,0,0.475,-1.0409124148359898
3147,0.890749514102936,rural,south west,12,tertiary/post-secondary,never married,0,0.518,-0.2540235000400994
3148,0.693341016769409,rural,east central,23,secondary/post-primary,currently living with partner,0,0.53,-0.03442659358543225
3149,0.356312274932861,urban,kampala,40,primary/middle school,divorced or separated,0,0.639,1.9602453067111254
3150,0.605311870574951,rural,north,29,primary/middle school,currently married,0,0.475,-1.0409124148359898
3151,1.04114174842834,rural,western,18,primary/middle school,currently living with partner,0,0.499,-0.6017186019266556
3152,2.03499150276184,rural,east central,25,primary/middle school,currently living with partner,0,0.53,-0.03442659358543225
3153,0.275290846824646,rural,karamoja,35,never attended,widow or widower,0,0.45,-1.4984059699498786
3154,0.533117592334747,rural,east central,17,secondary/post-primary,currently living with partner,0,0.53,-0.03442659358543225
3155,2.40215873718262,rural,western,17,primary/middle school,currently living with partner,0,0.499,-0.6017186019266556
3156,1.2542210817337,rural,eastern,16,primary/middle school,divorced or separated,0,0.526,-0.10762556240365462
3157,3.63818645477295,urban,western,21,secondary/post-primary,currently married,0,0.499,-0.6017186019266556
3158,0.459849834442139,rural,east central,19,secondary/post-primary,currently married,1,0.53,-0.03442659358543225
3159,0.67438161373138406,rural,north,8,never attended,currently living with partner,0,0.475,-1.0409124148359898
3160,1.73442399501801,rural,eastern,23,primary/middle school,currently married,0,0.526,-0.10762556240365462
3161,1.17406678199768,rural,western,23,primary/middle school,currently living with partner,1,0.499,-0.6017186019266556
3162,1.00986623764038,rural,east central,30,secondary/post-primary,currently married,0,0.53,-0.03442659358543225
3163,0.785676836967468,rural,western,15,primary/middle school,currently living with partner,0,0.499,-0.6017186019266556
3164,0.371642619371414,rural,karamoja,18,primary/middle school,currently living with partner,0,0.45,-1.4984059699498786
3165,0.474608927965164,urban,kampala,18,primary/middle school,currently living with partner,0,0.639,1.9602453067111254
3166,2.11354660987854,rural,central 1,25,primary/middle school,currently married,0,0.54,0.14857082846012368
3167,2.40215873718262,rural,western,13,primary/middle school,currently living with partner,0,0.499,-0.6017186019266556
3168,1.08436417579651,rural,eastern,9,primary/middle school,never married,0,0.526,-0.10762556240365462
3169,0.462453693151474,rural,west nile,22,secondary/post-primary,currently married,0,0.486,-0.8396152505858784
3170,1.07834649085999,rural,west nile,35,never attended,currently married,0,0.486,-0.8396152505858784
3171,2.11354660987854,rural,central 1,30,primary/middle school,currently married,0,0.54,0.14857082846012368
3172,3.62319445610046,urban,central 2,13,primary/middle school,currently married,0,0.586,0.990358969869679
3173,1.62163639068604,urban,central 1,22,secondary/post-primary,currently living with partner,0,0.54,0.14857082846012368
3174,1.91893446445465,rural,western,33,tertiary/post-secondary,currently married,0,0.499,-0.6017186019266556
3175,0.7029869556427,rural,north,13,primary/middle school,currently living with partner,0,0.475,-1.0409124148359898
3176,0.405174255371094,rural,east central,15,secondary/post-primary,currently married,0,0.53,-0.03442659358543225
3177,2.40215873718262,rural,western,17,primary/middle school,currently married,0,0.499,-0.6017186019266556
3178,1.337850689888,urban,south west,16,secondary/post-primary,divorced or separated,0,0.518,-0.2540235000400994
3179,0.7029869556427,rural,north,36,primary/middle school,currently married,1,0.475,-1.0409124148359898
3180,0.768798232078552,rural,central 2,36,never attended,currently living with partner,0,0.586,0.990358969869679
3181,1.41751039028168,urban,western,16,primary/middle school,currently married,1,0.499,-0.6017186019266556
3182,0.521850943565369,urban,kampala,26,secondary/post-primary,divorced or separated,0,0.639,1.9602453067111254
3183,1.27499651908875,rural,central 2,27,never attended,currently living with partner,0,0.586,0.990358969869679
3184,0.890749514102936,rural,south west,25,primary/middle school,currently living with partner,0,0.518,-0.2540235000400994
3185,1.76136827468872,rural,central 2,24,primary/middle school,currently married,0,0.586,0.990358969869679
3186,0.652295649051666,rural,north,20,primary/middle school,currently living with partner,1,0.475,-1.0409124148359898
3187,0.184424161911011,rural,karamoja,40,never attended,widow or widower,0,0.45,-1.4984059699498786
3188,1.26523149013519,urban,central 2,13,secondary/post-primary,currently living with partner,0,0.586,0.990358969869679
3189,0.9742192029953,rural,central 2,9,primary/middle school,never married,0,0.586,0.990358969869679
3190,0.227233305573463,rural,karamoja,19,primary/middle school,currently living with partner,0,0.45,-1.4984059699498786
3191,1.41751039028168,urban,western,27,tertiary/post-secondary,currently married,0,0.499,-0.6017186019266556
3192,0.455407708883286,urban,kampala,31,primary/middle school,divorced or separated,0,0.639,1.9602453067111254
3193,0.562493979930878,rural,east central,8,secondary/post-primary,never married,0,0.53,-0.03442659358543225
3194,1.51590502262115,rural,eastern,16,primary/middle school,currently living with partner,0,0.526,-0.10762556240365462
3195,0.732630848884583,rural,north,34,primary/middle school,currently married,0,0.475,-1.0409124148359898
3196,0.963616847991943,rural,south west,10,secondary/post-primary,never married,0,0.518,-0.2540235000400994
3197,1.3285745382309,rural,central 1,10,secondary/post-primary,currently living with partner,0,0.54,0.14857082846012368
3198,0.515802502632141,rural,east central,38,primary/middle school,divorced or separated,0,0.53,-0.03442659358543225
3199,0.771679103374481,rural,south west,20,tertiary/post-secondary,currently living with partner,0,0.518,-0.2540235000400994
3200,0.67438161373138406,rural,north,37,never attended,currently married,0,0.475,-1.0409124148359898
3201,1.14116489887238,rural,central 2,28,never attended,currently living with partner,1,0.586,0.990358969869679
3202,0.715515851974487,rural,east central,11,secondary/post-primary,currently married,0,0.53,-0.03442659358543225
3203,2.20405745506287,rural,eastern,29,secondary/post-primary,divorced or separated,1,0.526,-0.10762556240365462
3204,3.62319445610046,urban,central 2,10,primary/middle school,never married,0,0.586,0.990358969869679
3205,1.2542210817337,rural,eastern,10,primary/middle school,currently living with partner,0,0.526,-0.10762556240365462
3206,0.783331871032715,rural,east central,31,secondary/post-primary,divorced or separated,0,0.53,-0.03442659358543225
3207,0,urban,kampala,17,tertiary/post-secondary,never married,0,0.639,1.9602453067111254
3208,0.771679103374481,rural,south west,41,never attended,widow or widower,0,0.518,-0.2540235000400994
3209,1.3285745382309,rural,central 1,13,secondary/post-primary,never married,0,0.54,0.14857082846012368
3210,3.63818645477295,urban,western,15,tertiary/post-secondary,currently living with partner,0,0.499,-0.6017186019266556
3211,0.806391000747681,rural,central 1,14,primary/middle school,widow or widower,1,0.54,0.14857082846012368
3212,0.652295649051666,rural,north,9,primary/middle school,never married,0,0.475,-1.0409124148359898
3213,0.735556721687317,rural,south west,9,primary/middle school,divorced or separated,0,0.518,-0.2540235000400994
3214,1.26523149013519,urban,central 2,28,secondary/post-primary,currently living with partner,0,0.586,0.990358969869679
3215,1.27649021148682,rural,eastern,13,secondary/post-primary,never married,0,0.526,-0.10762556240365462
3216,1.17406678199768,rural,western,9,primary/middle school,never married,0,0.499,-0.6017186019266556
3217,1.14116489887238,rural,central 2,12,primary/middle school,divorced or separated,1,0.586,0.990358969869679
3218,1.03977906703949,rural,west nile,14,primary/middle school,currently married,0,0.486,-0.8396152505858784
3219,0.227233305573463,rural,karamoja,25,never attended,currently married,0,0.45,-1.4984059699498786
3220,0.726765990257263,rural,west nile,40,never attended,widow or widower,0,0.486,-0.8396152505858784
3221,0.405174255371094,rural,east central,27,never attended,currently married,0,0.53,-0.03442659358543225
3222,1.00986623764038,rural,east central,7,secondary/post-primary,never married,0,0.53,-0.03442659358543225
3223,0.371642619371414,rural,karamoja,13,never attended,currently living with partner,0,0.45,-1.4984059699498786
3224,0.227233305573463,rural,karamoja,22,never attended,currently living with partner,0,0.45,-1.4984059699498786
3225,0.562493979930878,rural,east central,20,secondary/post-primary,currently living with partner,0,0.53,-0.03442659358543225
3226,1.10343849658966,rural,south west,10,primary/middle school,never married,0,0.518,-0.2540235000400994
3227,0.67438161373138406,rural,north,31,never attended,currently married,0,0.475,-1.0409124148359898
3228,0.474608927965164,urban,kampala,11,secondary/post-primary,never married,0,0.639,1.9602453067111254
3229,0.880152344703674,rural,north,30,never attended,currently married,1,0.475,-1.0409124148359898
3230,0.356312274932861,urban,kampala,15,secondary/post-primary,currently living with partner,0,0.639,1.9602453067111254
3231,1.18687474727631,rural,south west,36,primary/middle school,currently married,0,0.518,-0.2540235000400994
3232,0.184424161911011,rural,karamoja,12,never attended,currently living with partner,0,0.45,-1.4984059699498786
3233,1.2955139875412,urban,central 1,40,primary/middle school,currently married,0,0.54,0.14857082846012368
3234,1.27590298652649,rural,central 2,20,secondary/post-primary,divorced or separated,1,0.586,0.990358969869679
3235,0.405174255371094,rural,east central,25,primary/middle school,currently living with partner,0,0.53,-0.03442659358543225
3236,0.573298931121826,rural,north,8,primary/middle school,never married,0,0.475,-1.0409124148359898
3237,0.462453693151474,rural,west nile,20,primary/middle school,currently married,0,0.486,-0.8396152505858784
3238,0.7029869556427,rural,north,9,primary/middle school,never married,0,0.475,-1.0409124148359898
3239,0.71438992023468,rural,south west,14,primary/middle school,currently living with partner,0,0.518,-0.2540235000400994
3240,0.732630848884583,rural,north,12,primary/middle school,currently married,0,0.475,-1.0409124148359898
3241,0.371642619371414,rural,karamoja,30,never attended,currently married,0,0.45,-1.4984059699498786
3242,0.779856145381927,rural,east central,37,primary/middle school,widow or widower,0,0.53,-0.03442659358543225
