gender,state,vote_biden,age_group,education_level,stateicp
male,GA,1,age_45-59,Grad degree,georgia
male,CA,0,age_45-59,Some post sec,california
female,CA,1,age_18-29,Post sec +,california
female,MI,1,age_60_or_more,Grad degree,michigan
female,FL,1,age_60_or_more,Grad degree,florida
female,NC,1,age_45-59,High school or less,north carolina
male,TN,0,age_18-29,High school or less,tennessee
female,OK,0,age_45-59,Post sec +,oklahoma
male,CA,1,age_30-44,Some post sec,california
male,NJ,0,age_30-44,High school or less,new jersey
female,MI,1,age_60_or_more,Post sec +,michigan
female,AR,1,age_18-29,Some post sec,arkansas
female,NC,1,age_60_or_more,Some post sec,north carolina
female,CA,1,age_18-29,High school or less,california
female,PA,1,age_18-29,High school or less,pennsylvania
female,TN,0,age_60_or_more,Post sec +,tennessee
female,SC,0,age_60_or_more,Grad degree,south carolina
female,VA,0,age_60_or_more,Some post sec,virginia
male,TN,0,age_30-44,High school or less,tennessee
male,CA,0,age_45-59,Some post sec,california
female,NC,0,age_45-59,Some post sec,north carolina
female,CA,1,age_18-29,Some post sec,california
female,CA,1,age_18-29,High school or less,california
female,IA,1,age_60_or_more,Some post sec,iowa
female,CA,1,age_18-29,High school or less,california
male,IL,1,age_45-59,High school or less,illinois
female,FL,1,age_45-59,Some post sec,florida
female,CA,1,age_18-29,High school or less,california
female,VA,1,age_30-44,Some post sec,virginia
female,AR,0,age_60_or_more,High school or less,arkansas
male,NY,0,age_30-44,High school or less,new york
female,VA,1,age_18-29,Some post sec,virginia
male,MA,1,age_18-29,High school or less,massachusetts
male,GA,0,age_30-44,High school or less,georgia
male,SC,0,age_60_or_more,Post sec +,south carolina
female,CT,0,age_60_or_more,Post sec +,connecticut
female,OR,0,age_45-59,Some post sec,oregon
male,OK,0,age_45-59,Post sec +,oklahoma
female,AR,0,age_18-29,High school or less,arkansas
female,NC,0,age_18-29,Some post sec,north carolina
male,MO,0,age_30-44,Some post sec,missouri
male,ME,1,age_30-44,Post sec +,maine
male,FL,0,age_60_or_more,Post sec +,florida
male,FL,0,age_45-59,Post sec +,florida
female,CA,1,age_18-29,Some post sec,california
male,HI,0,age_30-44,High school or less,hawaii
male,NM,1,age_18-29,High school or less,new mexico
male,CA,1,age_30-44,High school or less,california
female,TX,1,age_30-44,High school or less,texas
female,LA,0,age_45-59,High school or less,louisiana
female,NC,1,age_45-59,Post sec +,north carolina
male,WI,0,age_45-59,Some post sec,wisconsin
female,PA,0,age_45-59,Post sec +,pennsylvania
male,IL,1,age_30-44,Some post sec,illinois
female,SC,0,age_18-29,High school or less,south carolina
female,NC,0,age_60_or_more,High school or less,north carolina
female,CO,1,age_60_or_more,High school or less,colorado
female,CA,1,age_60_or_more,Some post sec,california
female,IL,0,age_30-44,High school or less,illinois
male,FL,0,age_60_or_more,High school or less,florida
female,AZ,0,age_60_or_more,Some post sec,arizona
male,NY,1,age_18-29,Grad degree,new york
female,OH,1,age_60_or_more,Grad degree,ohio
male,NC,1,age_18-29,High school or less,north carolina
female,OR,1,age_60_or_more,Some post sec,oregon
male,NY,0,age_45-59,High school or less,new york
female,IL,1,age_30-44,Some post sec,illinois
male,CA,1,age_60_or_more,Post sec +,california
female,CA,1,age_45-59,Post sec +,california
female,IL,1,age_45-59,Grad degree,illinois
male,MA,0,age_60_or_more,Post sec +,massachusetts
female,PA,0,age_18-29,Some post sec,pennsylvania
female,PA,1,age_18-29,Grad degree,pennsylvania
female,NC,1,age_45-59,Some post sec,north carolina
male,LA,0,age_45-59,Post sec +,louisiana
male,FL,0,age_18-29,Some post sec,florida
female,CO,1,age_60_or_more,Post sec +,colorado
female,WV,0,age_45-59,High school or less,west virginia
male,CA,0,age_30-44,Grad degree,california
male,AZ,0,age_45-59,Post sec +,arizona
male,NJ,1,age_45-59,Some post sec,new jersey
male,NC,1,age_60_or_more,Some post sec,north carolina
male,PA,0,age_60_or_more,Post sec +,pennsylvania
male,VA,0,age_60_or_more,Some post sec,virginia
male,MA,1,age_30-44,Grad degree,massachusetts
male,NY,1,age_30-44,Post sec +,new york
male,IL,0,age_45-59,Some post sec,illinois
male,AZ,0,age_18-29,Some post sec,arizona
male,SC,0,age_45-59,High school or less,south carolina
male,OR,1,age_60_or_more,Post sec +,oregon
female,GA,1,age_30-44,Post sec +,georgia
female,LA,0,age_30-44,Some post sec,louisiana
male,MO,0,age_60_or_more,High school or less,missouri
female,FL,0,age_45-59,Some post sec,florida
male,KY,1,age_45-59,Post sec +,kentucky
female,MI,1,age_30-44,Some post sec,michigan
female,PA,0,age_60_or_more,High school or less,pennsylvania
male,IL,0,age_45-59,Some post sec,illinois
male,GA,1,age_30-44,Some post sec,georgia
male,CA,1,age_30-44,Post sec +,california
male,WA,1,age_18-29,Some post sec,washington
female,FL,1,age_18-29,High school or less,florida
male,CA,0,age_30-44,Post sec +,california
male,CA,1,age_45-59,Some post sec,california
female,FL,1,age_18-29,High school or less,florida
male,DE,1,age_30-44,Some post sec,delaware
female,FL,1,age_30-44,Some post sec,florida
male,TX,1,age_18-29,High school or less,texas
female,TX,1,age_45-59,Some post sec,texas
female,NC,1,age_18-29,Post sec +,north carolina
male,PA,1,age_18-29,High school or less,pennsylvania
female,CA,1,age_18-29,Grad degree,california
female,TN,0,age_30-44,Grad degree,tennessee
female,OR,0,age_60_or_more,High school or less,oregon
female,WA,1,age_18-29,Post sec +,washington
male,IL,1,age_60_or_more,Grad degree,illinois
female,MD,1,age_45-59,Post sec +,maryland
female,MS,0,age_60_or_more,Some post sec,mississippi
female,TN,1,age_45-59,Some post sec,tennessee
male,MI,1,age_45-59,Some post sec,michigan
male,CA,1,age_30-44,High school or less,california
male,CA,0,age_60_or_more,Post sec +,california
female,PA,1,age_45-59,Post sec +,pennsylvania
male,WI,0,age_60_or_more,High school or less,wisconsin
female,NC,0,age_60_or_more,Post sec +,north carolina
male,NY,0,age_30-44,High school or less,new york
male,IN,1,age_60_or_more,Some post sec,indiana
male,CA,1,age_30-44,Post sec +,california
male,TX,0,age_18-29,High school or less,texas
male,NY,0,age_45-59,Grad degree,new york
male,NY,0,age_30-44,Grad degree,new york
male,WA,1,age_45-59,High school or less,washington
female,NC,1,age_30-44,High school or less,north carolina
female,WA,1,age_18-29,High school or less,washington
female,VA,1,age_30-44,Some post sec,virginia
female,SC,1,age_45-59,High school or less,south carolina
female,IL,1,age_45-59,High school or less,illinois
female,MA,1,age_18-29,Post sec +,massachusetts
female,NJ,1,age_30-44,Some post sec,new jersey
female,FL,0,age_45-59,High school or less,florida
male,KY,0,age_30-44,High school or less,kentucky
female,MD,0,age_60_or_more,High school or less,maryland
female,CA,1,age_30-44,Post sec +,california
male,IL,0,age_18-29,Post sec +,illinois
male,CO,1,age_30-44,Post sec +,colorado
female,VA,1,age_18-29,Some post sec,virginia
female,NY,1,age_60_or_more,Some post sec,new york
female,CT,1,age_30-44,Grad degree,connecticut
male,OH,0,age_30-44,Post sec +,ohio
male,NY,1,age_30-44,Grad degree,new york
female,NY,1,age_18-29,Some post sec,new york
male,CA,0,age_45-59,Some post sec,california
male,MO,1,age_18-29,Some post sec,missouri
female,KY,1,age_45-59,Some post sec,kentucky
female,CT,1,age_60_or_more,Some post sec,connecticut
female,TN,1,age_45-59,Some post sec,tennessee
male,NY,0,age_30-44,Grad degree,new york
female,FL,0,age_60_or_more,High school or less,florida
male,MI,1,age_45-59,Post sec +,michigan
female,NC,0,age_30-44,Grad degree,north carolina
female,OR,1,age_30-44,Post sec +,oregon
female,PA,0,age_45-59,High school or less,pennsylvania
female,NJ,0,age_30-44,Post sec +,new jersey
female,MA,1,age_18-29,Post sec +,massachusetts
female,CA,0,age_45-59,Post sec +,california
male,LA,0,age_30-44,Some post sec,louisiana
female,TN,1,age_18-29,Some post sec,tennessee
female,PA,0,age_18-29,Post sec +,pennsylvania
female,AR,0,age_18-29,High school or less,arkansas
male,TN,0,age_45-59,Some post sec,tennessee
female,CA,0,age_30-44,Grad degree,california
female,AZ,0,age_45-59,Post sec +,arizona
male,CA,1,age_30-44,Some post sec,california
male,OR,0,age_45-59,Post sec +,oregon
female,MO,0,age_30-44,Post sec +,missouri
male,NJ,1,age_30-44,Grad degree,new jersey
female,NY,1,age_45-59,Post sec +,new york
male,TX,0,age_18-29,High school or less,texas
female,NY,1,age_18-29,High school or less,new york
female,MA,0,age_45-59,Some post sec,massachusetts
female,SC,1,age_30-44,Grad degree,south carolina
female,FL,1,age_45-59,Some post sec,florida
female,NY,1,age_18-29,High school or less,new york
female,FL,0,age_60_or_more,Some post sec,florida
female,PA,1,age_60_or_more,High school or less,pennsylvania
male,CA,0,age_60_or_more,Some post sec,california
female,GA,1,age_18-29,Post sec +,georgia
female,AL,0,age_18-29,Some post sec,alabama
female,TX,0,age_30-44,Post sec +,texas
female,CA,0,age_18-29,Some post sec,california
female,TX,0,age_18-29,Post sec +,texas
female,WI,1,age_60_or_more,High school or less,wisconsin
male,NY,0,age_30-44,Grad degree,new york
female,NY,1,age_45-59,Post sec +,new york
female,CA,0,age_45-59,Some post sec,california
female,NM,1,age_45-59,Some post sec,new mexico
female,IN,1,age_60_or_more,High school or less,indiana
female,UT,0,age_18-29,Post sec +,utah
male,MO,0,age_60_or_more,Post sec +,missouri
female,IN,1,age_45-59,Grad degree,indiana
female,CA,1,age_60_or_more,Post sec +,california
female,OH,0,age_60_or_more,Post sec +,ohio
male,CA,0,age_60_or_more,Some post sec,california
female,CA,1,age_45-59,Some post sec,california
male,OH,0,age_45-59,Some post sec,ohio
male,IL,0,age_45-59,Post sec +,illinois
male,NY,0,age_30-44,Grad degree,new york
female,NY,0,age_60_or_more,High school or less,new york
female,KY,1,age_18-29,Post sec +,kentucky
male,FL,1,age_30-44,High school or less,florida
male,TX,0,age_45-59,High school or less,texas
female,NE,1,age_45-59,Post sec +,nebraska
female,WA,0,age_60_or_more,Some post sec,washington
female,OR,1,age_60_or_more,Some post sec,oregon
female,NC,1,age_60_or_more,Some post sec,north carolina
male,WA,1,age_45-59,High school or less,washington
female,FL,1,age_30-44,Some post sec,florida
male,TX,0,age_30-44,Post sec +,texas
male,KS,1,age_45-59,High school or less,kansas
female,CA,0,age_18-29,Some post sec,california
female,OH,0,age_60_or_more,Post sec +,ohio
male,WA,0,age_30-44,High school or less,washington
female,AZ,0,age_60_or_more,Some post sec,arizona
male,NY,0,age_60_or_more,Post sec +,new york
male,FL,0,age_30-44,Grad degree,florida
male,OK,1,age_45-59,Post sec +,oklahoma
male,MD,1,age_18-29,Some post sec,maryland
female,OH,0,age_45-59,Grad degree,ohio
female,SC,0,age_45-59,High school or less,south carolina
male,WI,1,age_30-44,Grad degree,wisconsin
male,TX,0,age_18-29,Post sec +,texas
female,NC,1,age_18-29,High school or less,north carolina
male,IL,1,age_30-44,Post sec +,illinois
male,TX,1,age_60_or_more,Post sec +,texas
female,MA,1,age_45-59,Some post sec,massachusetts
male,VA,1,age_45-59,Post sec +,virginia
female,NV,0,age_30-44,Some post sec,nevada
male,NJ,0,age_60_or_more,Post sec +,new jersey
female,CA,1,age_45-59,Some post sec,california
female,DE,1,age_60_or_more,High school or less,delaware
male,IN,0,age_18-29,High school or less,indiana
female,AZ,1,age_18-29,Some post sec,arizona
male,TX,1,age_30-44,Some post sec,texas
male,NY,0,age_60_or_more,Post sec +,new york
male,NY,0,age_30-44,High school or less,new york
male,WA,1,age_18-29,High school or less,washington
female,WI,0,age_45-59,Some post sec,wisconsin
male,AZ,1,age_30-44,Post sec +,arizona
female,MO,1,age_30-44,Grad degree,missouri
female,AL,1,age_18-29,High school or less,alabama
female,CA,1,age_45-59,Grad degree,california
male,AZ,0,age_45-59,Post sec +,arizona
female,TX,0,age_45-59,High school or less,texas
female,CA,1,age_18-29,High school or less,california
male,CA,0,age_30-44,Post sec +,california
female,MN,1,age_30-44,High school or less,minnesota
male,NY,0,age_30-44,Post sec +,new york
male,CA,1,age_18-29,Post sec +,california
male,LA,1,age_30-44,Some post sec,louisiana
male,LA,1,age_45-59,Some post sec,louisiana
male,NY,0,age_18-29,High school or less,new york
female,CT,1,age_60_or_more,High school or less,connecticut
male,AL,0,age_30-44,Some post sec,alabama
female,AZ,0,age_30-44,Post sec +,arizona
female,OH,1,age_18-29,High school or less,ohio
female,LA,1,age_18-29,High school or less,louisiana
female,UT,1,age_60_or_more,Post sec +,utah
female,AZ,1,age_18-29,High school or less,arizona
male,CA,1,age_60_or_more,Some post sec,california
female,MA,1,age_18-29,Post sec +,massachusetts
female,TX,1,age_18-29,Some post sec,texas
male,CA,1,age_18-29,Post sec +,california
male,VA,1,age_30-44,Grad degree,virginia
female,OK,0,age_30-44,Post sec +,oklahoma
female,CA,0,age_60_or_more,Some post sec,california
male,TX,0,age_30-44,High school or less,texas
female,NC,0,age_45-59,Some post sec,north carolina
female,CA,0,age_45-59,Grad degree,california
female,NJ,1,age_45-59,Post sec +,new jersey
male,CA,1,age_30-44,Grad degree,california
male,IL,1,age_60_or_more,Grad degree,illinois
male,CA,0,age_30-44,Post sec +,california
male,AL,0,age_45-59,Grad degree,alabama
male,DC,0,age_30-44,Grad degree,district of columbia
male,FL,1,age_45-59,Some post sec,florida
male,CA,1,age_60_or_more,Grad degree,california
male,SC,0,age_18-29,Post sec +,south carolina
male,VA,0,age_45-59,Some post sec,virginia
female,WA,0,age_60_or_more,Post sec +,washington
male,CO,1,age_30-44,Post sec +,colorado
male,NY,0,age_30-44,Post sec +,new york
male,MO,1,age_30-44,High school or less,missouri
male,FL,0,age_30-44,Post sec +,florida
female,OK,0,age_45-59,Some post sec,oklahoma
male,PA,0,age_30-44,Grad degree,pennsylvania
male,NY,0,age_45-59,Grad degree,new york
male,TX,0,age_30-44,High school or less,texas
female,CA,1,age_18-29,Some post sec,california
female,LA,0,age_45-59,Post sec +,louisiana
male,OR,1,age_30-44,High school or less,oregon
male,CT,1,age_30-44,High school or less,connecticut
female,HI,1,age_60_or_more,Post sec +,hawaii
male,NJ,1,age_60_or_more,Some post sec,new jersey
male,IL,1,age_18-29,Some post sec,illinois
male,CA,0,age_60_or_more,Grad degree,california
male,AL,0,age_30-44,Grad degree,alabama
male,FL,0,age_45-59,Post sec +,florida
female,TN,0,age_60_or_more,Post sec +,tennessee
male,MI,0,age_30-44,Grad degree,michigan
male,OH,0,age_60_or_more,Some post sec,ohio
male,FL,1,age_60_or_more,Post sec +,florida
male,NV,1,age_60_or_more,Post sec +,nevada
male,CT,1,age_30-44,High school or less,connecticut
female,CA,1,age_30-44,Post sec +,california
male,VA,1,age_60_or_more,Post sec +,virginia
male,TX,1,age_18-29,Post sec +,texas
female,FL,1,age_45-59,Some post sec,florida
male,MI,0,age_45-59,High school or less,michigan
male,HI,0,age_18-29,Some post sec,hawaii
male,IN,0,age_60_or_more,Grad degree,indiana
male,GA,0,age_60_or_more,Some post sec,georgia
female,GA,1,age_45-59,Grad degree,georgia
male,CT,0,age_60_or_more,Grad degree,connecticut
female,PA,0,age_60_or_more,Post sec +,pennsylvania
female,CA,1,age_45-59,Post sec +,california
male,NC,0,age_60_or_more,High school or less,north carolina
male,NY,0,age_30-44,Grad degree,new york
male,MA,1,age_60_or_more,Grad degree,massachusetts
female,MD,0,age_45-59,Post sec +,maryland
female,OH,1,age_30-44,Post sec +,ohio
female,NY,0,age_60_or_more,Post sec +,new york
male,TN,1,age_30-44,Grad degree,tennessee
female,GA,1,age_30-44,Grad degree,georgia
male,WA,0,age_30-44,Grad degree,washington
female,FL,1,age_30-44,High school or less,florida
male,NC,1,age_30-44,Post sec +,north carolina
female,WV,0,age_45-59,High school or less,west virginia
female,FL,0,age_60_or_more,Grad degree,florida
female,MN,1,age_45-59,High school or less,minnesota
female,IN,0,age_60_or_more,Some post sec,indiana
female,OH,1,age_45-59,Some post sec,ohio
female,FL,1,age_45-59,Grad degree,florida
female,NY,1,age_30-44,Post sec +,new york
female,FL,1,age_30-44,Post sec +,florida
female,ME,0,age_60_or_more,Post sec +,maine
female,FL,1,age_60_or_more,Some post sec,florida
female,RI,0,age_60_or_more,High school or less,rhode island
female,VA,0,age_60_or_more,Post sec +,virginia
female,PA,0,age_60_or_more,Grad degree,pennsylvania
female,OH,0,age_45-59,Some post sec,ohio
female,PA,0,age_60_or_more,Post sec +,pennsylvania
female,VA,0,age_60_or_more,Some post sec,virginia
female,IL,0,age_30-44,Some post sec,illinois
female,KY,1,age_30-44,Post sec +,kentucky
male,SC,1,age_18-29,Post sec +,south carolina
male,CO,0,age_30-44,High school or less,colorado
male,CO,0,age_60_or_more,Post sec +,colorado
male,NY,1,age_30-44,Grad degree,new york
female,NY,0,age_60_or_more,High school or less,new york
female,KS,1,age_60_or_more,Post sec +,kansas
male,AZ,1,age_18-29,High school or less,arizona
male,PA,0,age_18-29,Post sec +,pennsylvania
male,DE,1,age_45-59,Some post sec,delaware
female,PA,1,age_45-59,High school or less,pennsylvania
female,CA,0,age_18-29,Grad degree,california
male,TX,1,age_30-44,Grad degree,texas
male,NC,0,age_45-59,Post sec +,north carolina
male,NY,0,age_30-44,Grad degree,new york
male,WV,0,age_18-29,High school or less,west virginia
female,MD,0,age_30-44,Post sec +,maryland
female,MD,1,age_60_or_more,Post sec +,maryland
male,VT,1,age_45-59,Post sec +,vermont
male,MD,0,age_18-29,Some post sec,maryland
male,NC,1,age_30-44,Some post sec,north carolina
male,WI,0,age_60_or_more,Post sec +,wisconsin
female,IL,1,age_30-44,Post sec +,illinois
male,PA,0,age_45-59,High school or less,pennsylvania
male,SC,0,age_45-59,Post sec +,south carolina
female,IL,1,age_30-44,Post sec +,illinois
male,PA,0,age_60_or_more,Some post sec,pennsylvania
male,LA,0,age_60_or_more,High school or less,louisiana
male,MN,1,age_60_or_more,Post sec +,minnesota
female,TX,0,age_60_or_more,High school or less,texas
male,IL,1,age_60_or_more,High school or less,illinois
male,MO,0,age_60_or_more,Post sec +,missouri
male,NC,1,age_60_or_more,Grad degree,north carolina
male,WV,1,age_30-44,Some post sec,west virginia
male,OH,1,age_60_or_more,High school or less,ohio
male,NJ,1,age_30-44,Post sec +,new jersey
male,NY,0,age_30-44,Grad degree,new york
male,NY,0,age_60_or_more,Post sec +,new york
male,IL,0,age_60_or_more,Post sec +,illinois
male,CA,1,age_45-59,High school or less,california
male,NY,0,age_30-44,Grad degree,new york
male,OH,1,age_60_or_more,Post sec +,ohio
female,KY,0,age_60_or_more,High school or less,kentucky
male,OH,0,age_60_or_more,Post sec +,ohio
male,AZ,0,age_30-44,High school or less,arizona
female,MI,0,age_45-59,Post sec +,michigan
male,TX,0,age_18-29,High school or less,texas
female,AL,0,age_60_or_more,High school or less,alabama
male,PA,1,age_45-59,Post sec +,pennsylvania
male,NY,0,age_30-44,Post sec +,new york
male,OH,0,age_30-44,Grad degree,ohio
male,VA,1,age_60_or_more,Grad degree,virginia
female,OH,1,age_45-59,Some post sec,ohio
male,TX,1,age_30-44,Some post sec,texas
male,NJ,0,age_45-59,Grad degree,new jersey
male,VA,0,age_60_or_more,Grad degree,virginia
male,ID,0,age_60_or_more,Grad degree,idaho
male,CA,1,age_45-59,High school or less,california
female,SC,0,age_45-59,Some post sec,south carolina
female,NC,1,age_18-29,High school or less,north carolina
male,AZ,1,age_60_or_more,Post sec +,arizona
male,CA,0,age_45-59,Post sec +,california
female,IN,0,age_60_or_more,Some post sec,indiana
male,WA,1,age_18-29,Post sec +,washington
male,NJ,0,age_30-44,Some post sec,new jersey
male,WI,1,age_60_or_more,High school or less,wisconsin
female,NE,0,age_30-44,Some post sec,nebraska
male,GA,0,age_45-59,High school or less,georgia
male,HI,1,age_60_or_more,Post sec +,hawaii
female,IN,0,age_45-59,Post sec +,indiana
male,IN,1,age_30-44,Some post sec,indiana
male,OH,1,age_60_or_more,Some post sec,ohio
male,IL,1,age_45-59,Some post sec,illinois
male,TX,0,age_18-29,Post sec +,texas
male,NY,1,age_45-59,Post sec +,new york
female,TN,0,age_60_or_more,Some post sec,tennessee
male,FL,0,age_60_or_more,Post sec +,florida
male,SC,0,age_45-59,Grad degree,south carolina
female,KY,0,age_60_or_more,Post sec +,kentucky
male,IN,0,age_60_or_more,High school or less,indiana
female,OH,0,age_60_or_more,Post sec +,ohio
male,MI,0,age_30-44,Post sec +,michigan
male,OH,0,age_45-59,High school or less,ohio
female,VT,1,age_30-44,Some post sec,vermont
male,NY,0,age_30-44,High school or less,new york
male,CA,0,age_45-59,Post sec +,california
female,OH,0,age_45-59,Post sec +,ohio
female,NC,1,age_30-44,Post sec +,north carolina
female,IN,1,age_60_or_more,High school or less,indiana
female,IL,1,age_18-29,Post sec +,illinois
male,TN,0,age_30-44,High school or less,tennessee
male,WA,1,age_60_or_more,Post sec +,washington
male,GA,0,age_18-29,Some post sec,georgia
male,IL,1,age_60_or_more,Some post sec,illinois
female,WA,0,age_60_or_more,High school or less,washington
male,AR,1,age_18-29,Grad degree,arkansas
male,NY,1,age_30-44,Post sec +,new york
male,KS,1,age_60_or_more,Some post sec,kansas
female,MD,1,age_60_or_more,Post sec +,maryland
female,ME,1,age_30-44,Grad degree,maine
male,TN,0,age_30-44,High school or less,tennessee
female,FL,1,age_60_or_more,Some post sec,florida
female,MD,0,age_60_or_more,High school or less,maryland
male,MI,1,age_30-44,Post sec +,michigan
female,IL,1,age_18-29,Grad degree,illinois
female,NJ,1,age_60_or_more,Post sec +,new jersey
female,MI,1,age_60_or_more,Some post sec,michigan
male,MO,0,age_18-29,Some post sec,missouri
female,WA,0,age_45-59,Grad degree,washington
male,FL,1,age_60_or_more,Some post sec,florida
female,MA,0,age_60_or_more,Post sec +,massachusetts
female,PA,0,age_60_or_more,High school or less,pennsylvania
female,OH,1,age_45-59,High school or less,ohio
female,AL,1,age_30-44,High school or less,alabama
female,SC,0,age_60_or_more,Some post sec,south carolina
male,TX,0,age_18-29,High school or less,texas
female,NY,0,age_30-44,Grad degree,new york
female,AZ,1,age_60_or_more,Some post sec,arizona
female,WI,1,age_30-44,Some post sec,wisconsin
male,IN,1,age_30-44,Some post sec,indiana
male,MI,1,age_45-59,Post sec +,michigan
male,NC,0,age_45-59,Grad degree,north carolina
female,IL,0,age_60_or_more,Post sec +,illinois
female,VA,0,age_60_or_more,Some post sec,virginia
female,VT,1,age_60_or_more,Post sec +,vermont
female,TX,1,age_18-29,High school or less,texas
male,CA,1,age_45-59,Post sec +,california
male,IL,1,age_18-29,High school or less,illinois
female,OH,0,age_45-59,Grad degree,ohio
female,TX,1,age_30-44,Some post sec,texas
male,PA,0,age_45-59,Some post sec,pennsylvania
male,CA,0,age_45-59,Grad degree,california
male,CA,1,age_60_or_more,Some post sec,california
male,MN,0,age_60_or_more,Post sec +,minnesota
male,FL,1,age_45-59,Grad degree,florida
male,VA,1,age_30-44,Grad degree,virginia
female,TX,0,age_45-59,Some post sec,texas
female,CA,1,age_60_or_more,Post sec +,california
male,SC,0,age_45-59,Post sec +,south carolina
male,MN,1,age_18-29,Post sec +,minnesota
male,IL,1,age_60_or_more,High school or less,illinois
male,HI,0,age_45-59,Grad degree,hawaii
male,NC,0,age_18-29,Post sec +,north carolina
female,CA,1,age_60_or_more,Some post sec,california
female,NJ,0,age_60_or_more,High school or less,new jersey
male,VA,1,age_60_or_more,Post sec +,virginia
male,NE,0,age_30-44,Post sec +,nebraska
male,IN,1,age_60_or_more,Some post sec,indiana
female,WV,1,age_45-59,Post sec +,west virginia
male,MD,1,age_60_or_more,Post sec +,maryland
female,OH,1,age_45-59,Some post sec,ohio
male,NY,0,age_45-59,Grad degree,new york
male,KS,0,age_30-44,Grad degree,kansas
female,PA,0,age_45-59,Post sec +,pennsylvania
female,IN,1,age_18-29,Some post sec,indiana
female,WI,1,age_60_or_more,High school or less,wisconsin
male,IN,0,age_60_or_more,High school or less,indiana
male,MI,1,age_45-59,High school or less,michigan
male,CA,0,age_30-44,Grad degree,california
male,OR,1,age_30-44,Post sec +,oregon
male,NY,1,age_60_or_more,Post sec +,new york
male,PA,0,age_60_or_more,Post sec +,pennsylvania
female,CA,1,age_60_or_more,Some post sec,california
female,DC,1,age_60_or_more,High school or less,district of columbia
male,GA,1,age_18-29,Post sec +,georgia
male,IL,0,age_60_or_more,Post sec +,illinois
male,CO,0,age_60_or_more,Post sec +,colorado
male,CA,0,age_45-59,Grad degree,california
male,FL,1,age_45-59,Some post sec,florida
male,KY,1,age_60_or_more,Some post sec,kentucky
male,OK,0,age_45-59,Post sec +,oklahoma
female,MA,1,age_45-59,Post sec +,massachusetts
male,NY,0,age_30-44,High school or less,new york
male,CA,0,age_30-44,Grad degree,california
male,NC,0,age_45-59,Post sec +,north carolina
female,IA,1,age_30-44,Some post sec,iowa
male,UT,1,age_30-44,Some post sec,utah
female,IL,0,age_60_or_more,Some post sec,illinois
female,FL,0,age_60_or_more,Post sec +,florida
male,WA,1,age_45-59,High school or less,washington
female,MN,1,age_30-44,Post sec +,minnesota
female,AZ,0,age_30-44,Post sec +,arizona
male,CA,1,age_18-29,Some post sec,california
male,CA,1,age_30-44,Some post sec,california
female,TX,1,age_45-59,Some post sec,texas
male,CA,0,age_30-44,Post sec +,california
female,WA,0,age_60_or_more,Post sec +,washington
female,IL,1,age_18-29,Some post sec,illinois
female,OH,0,age_45-59,High school or less,ohio
female,TX,0,age_30-44,Some post sec,texas
male,CO,0,age_45-59,High school or less,colorado
female,NY,1,age_18-29,Post sec +,new york
male,AZ,0,age_30-44,Some post sec,arizona
male,NY,1,age_45-59,Grad degree,new york
female,NJ,1,age_30-44,High school or less,new jersey
female,MA,0,age_30-44,Post sec +,massachusetts
male,OR,1,age_18-29,Grad degree,oregon
female,MO,0,age_30-44,Grad degree,missouri
female,FL,0,age_60_or_more,High school or less,florida
male,VA,0,age_30-44,Grad degree,virginia
male,AZ,1,age_60_or_more,Post sec +,arizona
female,NV,1,age_18-29,Post sec +,nevada
female,FL,0,age_30-44,Post sec +,florida
male,PA,1,age_30-44,Post sec +,pennsylvania
female,FL,1,age_30-44,Some post sec,florida
female,MD,0,age_30-44,Post sec +,maryland
female,LA,1,age_60_or_more,Post sec +,louisiana
male,TX,0,age_30-44,Post sec +,texas
female,AR,0,age_60_or_more,High school or less,arkansas
female,IL,1,age_60_or_more,Some post sec,illinois
female,FL,1,age_18-29,Post sec +,florida
female,CA,1,age_60_or_more,Post sec +,california
male,NY,0,age_30-44,Grad degree,new york
female,CA,0,age_30-44,Some post sec,california
male,DC,1,age_30-44,Grad degree,district of columbia
female,MD,1,age_30-44,Grad degree,maryland
female,TX,0,age_45-59,High school or less,texas
female,WV,1,age_30-44,Some post sec,west virginia
female,NM,1,age_30-44,Some post sec,new mexico
male,GA,0,age_18-29,High school or less,georgia
male,CO,0,age_30-44,Post sec +,colorado
female,CA,1,age_18-29,Some post sec,california
female,MN,1,age_60_or_more,Post sec +,minnesota
male,WI,0,age_30-44,Grad degree,wisconsin
female,TN,1,age_18-29,Some post sec,tennessee
female,WA,0,age_18-29,High school or less,washington
male,NC,0,age_30-44,High school or less,north carolina
female,MA,1,age_60_or_more,Post sec +,massachusetts
female,AR,0,age_60_or_more,High school or less,arkansas
female,DC,1,age_30-44,Some post sec,district of columbia
male,FL,1,age_60_or_more,Some post sec,florida
female,NE,1,age_18-29,Some post sec,nebraska
male,PA,0,age_30-44,Grad degree,pennsylvania
female,MS,0,age_60_or_more,Some post sec,mississippi
female,FL,1,age_60_or_more,High school or less,florida
male,CT,0,age_60_or_more,Grad degree,connecticut
male,OH,0,age_18-29,Post sec +,ohio
female,PA,0,age_60_or_more,Post sec +,pennsylvania
female,GA,0,age_30-44,Some post sec,georgia
male,KY,1,age_30-44,Post sec +,kentucky
male,VA,1,age_30-44,Post sec +,virginia
male,AZ,1,age_18-29,High school or less,arizona
female,TX,0,age_45-59,Post sec +,texas
male,CA,1,age_18-29,High school or less,california
